TIPUS ENTREVISTA,NOMBRE BENEFICIARIS,MES,AÑO,ZONA
PRIMERA ACOLLIDA,1,FEBRERO   ,2015,ZONA 2
ENTREVISTA,4,MARZO     ,2015,ZONA 2
ENTREVISTA,1,MARZO     ,2015,ZONA 2
DIRIGIDA DE 1a. ACOLLIDA,1,MARZO     ,2015,ZONA 2
PRIMERA ACOLLIDA,4,MARZO     ,2015,ZONA 3
PRIMERA ACOLLIDA,2,MARZO     ,2015,ZONA 1
ENTREVISTA,6,MARZO     ,2015,ZONA 2
ENTREVISTA,1,MARZO     ,2015,ZONA 3
ENTREVISTA,3,MAYO      ,2015,ZONA 3
ENTREVISTA,3,ABRIL     ,2015,ZONA 2
DIRIGIDA DE 1a. ACOLLIDA,3,ABRIL     ,2015,ZONA 2
ENTREVISTA,3,ABRIL     ,2015,ZONA 2
ENTREVISTA,2,MAYO      ,2015,ZONA 1
ENTREVISTA,3,MAYO      ,2015,ZONA 1
ENTREVISTA,2,MAYO      ,2015,ZONA 2
ENTREVISTA,6,JULIO     ,2015,ZONA 3
ENTREVISTA,6,MAYO      ,2015,ZONA 3
ENTREVISTA,1,MAYO      ,2015,ZONA 2
ENTREVISTA,2,JULIO     ,2015,ZONA 3
ENTREVISTA,2,MAYO      ,2015,ZONA 1
ENTREVISTA,5,MAYO      ,2015,ZONA 2
PRIMERA ACOLLIDA,1,MAYO      ,2015,ZONA 1
ENTREVISTA,6,MAYO      ,2015,ZONA 1
ENTREVISTA,4,JUNIO     ,2015,ZONA 1
ENTREVISTA,2,MAYO      ,2015,ZONA 2
ENTREVISTA,3,SEPTIEMBRE,2015,ZONA 3
ENTREVISTA,2,MAYO      ,2015,ZONA 3
PRIMERA ACOLLIDA,2,MAYO      ,2015,ZONA 2
ENTREVISTA,2,JUNIO     ,2015,ZONA 3
ENTREVISTA,3,JUNIO     ,2015,ZONA 1
DIRIGIDA DE 1a. ACOLLIDA,4,MAYO      ,2015,ZONA 1
ENTREVISTA,6,MAYO      ,2015,ZONA 1
PRIMERA ACOLLIDA,1,MAYO      ,2015,ZONA 1
PRIMERA ACOLLIDA,1,MAYO      ,2015,ZONA 1
PRIMERA ACOLLIDA,1,JUNIO     ,2015,ZONA 3
ENTREVISTA,4,JULIO     ,2015,ZONA 2
ENTREVISTA,2,JULIO     ,2015,ZONA 1
PRIMERA ACOLLIDA,2,JUNIO     ,2015,ZONA 2
ENTREVISTA,2,JUNIO     ,2015,ZONA 1
DIRIGIDA DE 1a. ACOLLIDA,4,JULIO     ,2015,ZONA 2
ENTREVISTA,2,JULIO     ,2015,ZONA 2
DIRIGIDA DE 1a. ACOLLIDA,1,SEPTIEMBRE,2015,ZONA 2
ENTREVISTA,2,SEPTIEMBRE,2015,ZONA 3
ENTREVISTA,5,OCTUBRE   ,2015,ZONA 2
DIRIGIDA DE 1a. ACOLLIDA,1,SEPTIEMBRE,2015,ZONA 2
ENTREVISTA,3,NOVIEMBRE ,2015,ZONA 1
ENTREVISTA,1,OCTUBRE   ,2015,ZONA 1
ENTREVISTA,1,NOVIEMBRE ,2015,ZONA 3
DIRIGIDA DE 1a. ACOLLIDA,1,OCTUBRE   ,2015,ZONA 2
ENTREVISTA,3,SEPTIEMBRE,2015,ZONA 2
ENTREVISTA,3,SEPTIEMBRE,2015,ZONA 3
ENTREVISTA,2,SEPTIEMBRE,2015,ZONA 3
ENTREVISTA,4,SEPTIEMBRE,2015,ZONA 2
ENTREVISTA,5,OCTUBRE   ,2015,ZONA 3
ENTREVISTA,3,SEPTIEMBRE,2015,ZONA 1
PRIMERA ACOLLIDA,9,OCTUBRE   ,2015,ZONA 1
ENTREVISTA,2,OCTUBRE   ,2015,ZONA 2
ENTREVISTA,2,NOVIEMBRE ,2015,ZONA 3
PRIMERA ACOLLIDA,1,OCTUBRE   ,2015,ZONA 3
ENTREVISTA,2,OCTUBRE   ,2015,ZONA 2
ENTREVISTA,1,NOVIEMBRE ,2015,ZONA 3
ENTREVISTA,3,NOVIEMBRE ,2015,ZONA 3
ENTREVISTA,3,NOVIEMBRE ,2015,ZONA 3
ENTREVISTA,2,NOVIEMBRE ,2015,ZONA 3
ENTREVISTA,3,NOVIEMBRE ,2015,ZONA 2
ENTREVISTA,4,NOVIEMBRE ,2015,ZONA 3
ENTREVISTA,1,NOVIEMBRE ,2015,ZONA 3
ENTREVISTA,1,NOVIEMBRE ,2015,ZONA 1
ENTREVISTA,2,NOVIEMBRE ,2015,ZONA 1
ENTREVISTA,2,DICIEMBRE ,2015,ZONA 2
ENTREVISTA,4,NOVIEMBRE ,2015,ZONA 1
ENTREVISTA,3,NOVIEMBRE ,2015,ZONA 3
ENTREVISTA,1,DICIEMBRE ,2015,ZONA 1
ENTREVISTA,4,NOVIEMBRE ,2015,ZONA 3
ENTREVISTA,3,ENERO     ,2016,ZONA 2
DIRIGIDA DE 1a. ACOLLIDA,2,DICIEMBRE ,2015,ZONA 3
ENTREVISTA,3,ENERO     ,2016,ZONA 2
ENTREVISTA,3,DICIEMBRE ,2015,ZONA 1
PRIMERA ACOLLIDA,2,DICIEMBRE ,2015,ZONA 1
ENTREVISTA,4,ENERO     ,2016,ZONA 3
ENTREVISTA,4,ENERO     ,2016,ZONA 1
ENTREVISTA,3,ENERO     ,2016,ZONA 3
ENTREVISTA,2,ENERO     ,2016,ZONA 2
ENTREVISTA,3,ENERO     ,2016,ZONA 2
ENTREVISTA,2,FEBRERO   ,2016,ZONA 3
ENTREVISTA,4,FEBRERO   ,2016,ZONA 2
PRIMERA ACOLLIDA,5,ENERO     ,2016,ZONA 3
PRIMERA ACOLLIDA,5,ENERO     ,2016,ZONA 3
ENTREVISTA,3,FEBRERO   ,2016,ZONA 1
ENTREVISTA,4,FEBRERO   ,2016,ZONA 3
ENTREVISTA,3,MARZO     ,2016,ZONA 1
ENTREVISTA,3,MARZO     ,2016,ZONA 3
ENTREVISTA,4,MARZO     ,2016,ZONA 2
ENTREVISTA,3,FEBRERO   ,2016,ZONA 1
ENTREVISTA,2,MARZO     ,2016,ZONA 3
ENTREVISTA,1,MARZO     ,2016,ZONA 1
ENTREVISTA,3,MARZO     ,2016,ZONA 3
ENTREVISTA,4,MARZO     ,2016,ZONA 3
ENTREVISTA,3,MARZO     ,2016,ZONA 2
DIRIGIDA DE 1a. ACOLLIDA,3,MARZO     ,2016,ZONA 3
ENTREVISTA,1,MARZO     ,2016,ZONA 2
ENTREVISTA,1,ABRIL     ,2016,ZONA 1
ENTREVISTA,2,MARZO     ,2016,MASIA zona 3
ENTREVISTA,2,MARZO     ,2016,ZONA 1
PRIMERA ACOLLIDA,2,MARZO     ,2016,ZONA 2
ENTREVISTA,1,ABRIL     ,2016,ZONA 3
ENTREVISTA,4,ABRIL     ,2016,ZONA 3
PRIMERA ACOLLIDA,3,ABRIL     ,2016,ZONA 2
ENTREVISTA,1,ABRIL     ,2016,ZONA 3
ENTREVISTA,2,MAYO      ,2016,ZONA 1
ENTREVISTA,2,ABRIL     ,2016,ZONA 3
ENTREVISTA,5,MAYO      ,2016,ZONA 3
ENTREVISTA,1,ABRIL     ,2016,ZONA 3
DIRIGIDA DE 1a. ACOLLIDA,5,MAYO      ,2016,ZONA 1
ENTREVISTA,1,MAYO      ,2016,ZONA 2
ENTREVISTA,3,JUNIO     ,2016,ZONA 1
ENTREVISTA,4,MAYO      ,2016,ZONA 1
ENTREVISTA,2,MAYO      ,2016,ZONA 1
PRIMERA ACOLLIDA,3,JUNIO     ,2016,ZONA 1
ENTREVISTA,3,JUNIO     ,2016,ZONA 3
ENTREVISTA,2,JUNIO     ,2016,ZONA 1
ENTREVISTA,4,JUNIO     ,2016,ZONA 2
ENTREVISTA,2,JULIO     ,2016,ZONA 3
ENTREVISTA,1,JULIO     ,2016,ZONA 1
ENTREVISTA,2,JUNIO     ,2016,MASIA zona 3
ENTREVISTA,3,JUNIO     ,2016,ZONA 3
ENTREVISTA,5,JULIO     ,2016,ZONA 2
PRIMERA ACOLLIDA,1,JULIO     ,2016,ZONA 3
ENTREVISTA,2,JULIO     ,2016,ZONA 3
DIRIGIDA DE 1a. ACOLLIDA,2,JULIO     ,2016,ZONA 3
ENTREVISTA,2,AGOSTO    ,2016,ZONA 2
PRIMERA ACOLLIDA,2,JULIO     ,2016,ZONA 2
PRIMERA ACOLLIDA,1,JULIO     ,2016,ZONA 1
PRIMERA ACOLLIDA,4,JULIO     ,2016,ZONA 2
ENTREVISTA,6,JULIO     ,2016,ZONA 2
ENTREVISTA,2,AGOSTO    ,2016,ZONA 1
DIRIGIDA DE 1a. ACOLLIDA,2,JULIO     ,2016,ZONA 3
DIRIGIDA DE 1a. ACOLLIDA,2,AGOSTO    ,2016,ZONA 1
ENTREVISTA,2,AGOSTO    ,2016,ZONA 3
PRIMERA ACOLLIDA,1,AGOSTO    ,2016,ZONA 3
ENTREVISTA,2,OCTUBRE   ,2016,ZONA 3
PRIMERA ACOLLIDA,1,SEPTIEMBRE,2016,ZONA 2
PRIMERA ACOLLIDA,1,SEPTIEMBRE,2016,ZONA 1
ENTREVISTA,1,OCTUBRE   ,2016,ZONA 2
ENTREVISTA,3,NOVIEMBRE ,2016,ZONA 2
ENTREVISTA,2,NOVIEMBRE ,2016,ZONA 1
ENTREVISTA,5,NOVIEMBRE ,2016,ZONA 2
PRIMERA ACOLLIDA,2,NOVIEMBRE ,2016,ZONA 1
PRIMERA ACOLLIDA,2,NOVIEMBRE ,2016,ZONA 1
ENTREVISTA,3,ENERO     ,2017,ZONA 3
DIRIGIDA DE 1a. ACOLLIDA,2,DICIEMBRE ,2016,ZONA 1
ENTREVISTA,2,ENERO     ,2017,ZONA 3
ENTREVISTA,2,DICIEMBRE ,2016,ZONA 1
ENTREVISTA,3,ENERO     ,2017,ZONA 1
ENTREVISTA,3,FEBRERO   ,2017,MASIA zona 3
PRIMERA ACOLLIDA,1,ENERO     ,2017,ZONA 1
ENTREVISTA,4,ENERO     ,2017,ZONA 2
ENTREVISTA,1,FEBRERO   ,2017,ZONA 3
ENTREVISTA,2,FEBRERO   ,2017,ZONA 2
PRIMERA ACOLLIDA,3,FEBRERO   ,2017,ZONA 2
PRIMERA ACOLLIDA,1,FEBRERO   ,2017,ZONA 2
ENTREVISTA,5,ENERO     ,2017,MASIA zona 3
ENTREVISTA,1,FEBRERO   ,2017,ZONA 2
ENTREVISTA,8,FEBRERO   ,2017,ZONA 1
ENTREVISTA,2,FEBRERO   ,2017,ZONA 2
ENTREVISTA,1,MARZO     ,2017,ZONA 1
ENTREVISTA,2,FEBRERO   ,2017,ZONA 1
ENTREVISTA,3,MARZO     ,2017,ZONA 1
ENTREVISTA,2,FEBRERO   ,2017,ZONA 2
ENTREVISTA,1,FEBRERO   ,2017,ZONA 2
ENTREVISTA,4,FEBRERO   ,2017,ZONA 2
ENTREVISTA,1,FEBRERO   ,2017,ZONA 2
ENTREVISTA,2,FEBRERO   ,2017,ZONA 1
ENTREVISTA,1,FEBRERO   ,2017,ZONA 3
ENTREVISTA,3,FEBRERO   ,2017,ZONA 3
PRIMERA ACOLLIDA,3,MARZO     ,2017,ZONA 1
DIRIGIDA DE 1a. ACOLLIDA,5,FEBRERO   ,2017,ZONA 2
ENTREVISTA,3,MARZO     ,2017,ZONA 3
PRIMERA ACOLLIDA,1,MARZO     ,2017,ZONA 2
ENTREVISTA,5,ABRIL     ,2017,ZONA 1
ENTREVISTA,3,MAYO      ,2017,ZONA 3
ENTREVISTA,4,ABRIL     ,2017,ZONA 3
ENTREVISTA,1,MAYO      ,2017,MASIA zona 3
ENTREVISTA,2,JUNIO     ,2017,ZONA 2
ENTREVISTA,3,JUNIO     ,2017,ZONA 1
ENTREVISTA,4,SEPTIEMBRE,2017,ZONA 2
DIRIGIDA DE 1a. ACOLLIDA,2,JUNIO     ,2017,ZONA 2
ENTREVISTA,3,JULIO     ,2017,ZONA 1
PRIMERA ACOLLIDA,2,JUNIO     ,2017,ZONA 1
ENTREVISTA,4,JUNIO     ,2017,ZONA 1
PRIMERA ACOLLIDA,1,JULIO     ,2017,ZONA 3
ENTREVISTA,3,AGOSTO    ,2017,ZONA 1
ENTREVISTA,2,SEPTIEMBRE,2017,ZONA 2
ENTREVISTA,4,AGOSTO    ,2017,ZONA 1
ENTREVISTA,1,SEPTIEMBRE,2017,ZONA 1
ENTREVISTA,2,SEPTIEMBRE,2017,ZONA 1
ENTREVISTA,1,JULIO     ,2017,ZONA 2
ENTREVISTA,,JULIO     ,2017,ZONA 3
PRIMERA ACOLLIDA,3,JULIO     ,2017,ZONA 3
ENTREVISTA,2,JULIO     ,2017,ZONA 3
ENTREVISTA,4,AGOSTO    ,2017,ZONA 1
ENTREVISTA,2,SEPTIEMBRE,2017,ZONA 1
ENTREVISTA,3,SEPTIEMBRE,2017,ZONA 3
ENTREVISTA,1,OCTUBRE   ,2017,MASIA zona 3
ENTREVISTA,1,OCTUBRE   ,2017,ZONA 2
ENTREVISTA,3,MAYO      ,2014,ZONA 3
PRIMERA ACOLLIDA,2,MAYO      ,2014,ZONA 3
ENTREVISTA,8,MAYO      ,2014,ZONA 3
ENTREVISTA,2,MAYO      ,2014,ZONA 3
DIRIGIDA DE 1a. ACOLLIDA,1,MAYO      ,2014,ZONA 2
ENTREVISTA,3,MAYO      ,2014,ZONA 2
ENTREVISTA,2,MAYO      ,2014,ZONA 2
ENTREVISTA,3,JUNIO     ,2014,ZONA 1
ENTREVISTA,3,JUNIO     ,2014,ZONA 1
ENTREVISTA,1,MAYO      ,2014,ZONA 1
ENTREVISTA,2,JULIO     ,2014,MASIA zona 3
ENTREVISTA,4,MAYO      ,2014,ZONA 3
ENTREVISTA,6,MAYO      ,2014,ZONA 1
ENTREVISTA,1,MAYO      ,2014,ZONA 2
ENTREVISTA,1,MAYO      ,2014,ZONA 3
ENTREVISTA,3,JUNIO     ,2014,MASIA zona 3
ENTREVISTA,4,MAYO      ,2014,ZONA 3
ENTREVISTA,4,MAYO      ,2014,ZONA 3
ENTREVISTA,2,MAYO      ,2014,ZONA 2
ENTREVISTA,1,MAYO      ,2014,ZONA 1
PRIMERA ACOLLIDA,1,ABRIL     ,2014,ZONA 1
ENTREVISTA,5,MAYO      ,2014,ZONA 2
ENTREVISTA,7,ABRIL     ,2014,ZONA 3
ENTREVISTA,7,ABRIL     ,2014,ZONA 3
DIRIGIDA DE 1a. ACOLLIDA,2,MAYO      ,2014,ZONA 1
ENTREVISTA,1,MAYO      ,2014,ZONA 2
ENTREVISTA,2,MAYO      ,2014,ZONA 3
DIRIGIDA DE 1a. ACOLLIDA,4,MAYO      ,2014,ZONA 2
DIRIGIDA DE 1a. ACOLLIDA,3,MAYO      ,2014,ZONA 2
ENTREVISTA,5,MAYO      ,2014,ZONA 3
ENTREVISTA,4,MAYO      ,2014,ZONA 3
ENTREVISTA,3,MAYO      ,2014,ZONA 1
ENTREVISTA,2,MAYO      ,2014,ZONA 3
ENTREVISTA,3,MAYO      ,2014,ZONA 2
ENTREVISTA,4,MAYO      ,2014,ZONA 3
ENTREVISTA,2,MAYO      ,2014,ZONA 2
ENTREVISTA,3,MAYO      ,2014,ZONA 3
ENTREVISTA,2,MAYO      ,2014,ZONA 1
ENTREVISTA,5,MAYO      ,2014,ZONA 3
ENTREVISTA,3,JULIO     ,2014,MASIA zona 3
PRIMERA ACOLLIDA,2,ABRIL     ,2014,ZONA 3
ENTREVISTA,4,MAYO      ,2014,ZONA 2
PRIMERA ACOLLIDA,2,MARZO     ,2014,ZONA 1
PRIMERA ACOLLIDA,2,MARZO     ,2014,ZONA 1
PRIMERA ACOLLIDA,2,MARZO     ,2014,ZONA 2
ENTREVISTA,6,JULIO     ,2014,MASIA zona 3
PRIMERA ACOLLIDA,2,MARZO     ,2014,ZONA 1
PRIMERA ACOLLIDA,2,MARZO     ,2014,ZONA 2
PRIMERA ACOLLIDA,2,MARZO     ,2014,ZONA 1
PRIMERA ACOLLIDA,2,MARZO     ,2014,ZONA 3
PRIMERA ACOLLIDA,2,MARZO     ,2014,ZONA 2
ENTREVISTA,3,MAYO      ,2014,ZONA 3
ENTREVISTA,4,MAYO      ,2014,ZONA 3
PRIMERA ACOLLIDA,2,MARZO     ,2014,ZONA 3
PRIMERA ACOLLIDA,2,MARZO     ,2014,ZONA 3
PRIMERA ACOLLIDA,2,MARZO     ,2014,ZONA 1
ENTREVISTA,3,MAYO      ,2014,ZONA 1
ENTREVISTA,1,MAYO      ,2014,MASIA zona 3
PRIMERA ACOLLIDA,2,MARZO     ,2014,ZONA 1
PRIMERA ACOLLIDA,2,ABRIL     ,2014,ZONA 3
ENTREVISTA,1,MAYO      ,2014,ZONA 1
ENTREVISTA,1,MAYO      ,2014,ZONA 2
ENTREVISTA,2,MAYO      ,2014,ZONA 3
PRIMERA ACOLLIDA,2,MAYO      ,2014,ZONA 2
PRIMERA ACOLLIDA,1,MAYO      ,2014,ZONA 1
PRIMERA ACOLLIDA,2,MARZO     ,2014,ZONA 1
PRIMERA ACOLLIDA,1,MARZO     ,2014,ZONA 2
ENTREVISTA,3,MAYO      ,2014,ZONA 2
DIRIGIDA DE 1a. ACOLLIDA,1,MAYO      ,2014,ZONA 3
ENTREVISTA,1,MAYO      ,2014,ZONA 2
ENTREVISTA,3,MAYO      ,2014,ZONA 1
PRIMERA ACOLLIDA,3,MAYO      ,2014,ZONA 2
PRIMERA ACOLLIDA,2,MARZO     ,2014,ZONA 3
ENTREVISTA,7,MAYO      ,2014,ZONA 1
ENTREVISTA,1,JUNIO     ,2014,ZONA 1
ENTREVISTA,5,MAYO      ,2014,ZONA 3
ENTREVISTA,5,MAYO      ,2014,ZONA 2
PRIMERA ACOLLIDA,2,MARZO     ,2014,ZONA 1
PRIMERA ACOLLIDA,2,MARZO     ,2014,ZONA 3
ENTREVISTA,4,MAYO      ,2014,ZONA 3
PRIMERA ACOLLIDA,2,MARZO     ,2014,ZONA 1
ENTREVISTA,3,MAYO      ,2014,ZONA 3
ENTREVISTA,3,MAYO      ,2014,ZONA 1
PRIMERA ACOLLIDA,3,ABRIL     ,2014,ZONA 1
ENTREVISTA,3,MAYO      ,2014,ZONA 2
ENTREVISTA,2,MAYO      ,2014,ZONA 3
DIRIGIDA DE 1a. ACOLLIDA,3,MAYO      ,2014,ZONA 3
ENTREVISTA,3,JUNIO     ,2014,ZONA 1
ENTREVISTA,4,MAYO      ,2014,ZONA 3
ENTREVISTA,3,MAYO      ,2014,ZONA 2
ENTREVISTA,2,MAYO      ,2014,ZONA 1
ENTREVISTA,5,MAYO      ,2014,ZONA 3
ENTREVISTA,3,MAYO      ,2014,ZONA 1
ENTREVISTA,1,MAYO      ,2014,ZONA 1
ENTREVISTA,2,MAYO      ,2014,ZONA 1
ENTREVISTA,2,MAYO      ,2014,ZONA 1
ENTREVISTA,2,MAYO      ,2014,ZONA 3
PRIMERA ACOLLIDA,3,MAYO      ,2014,ZONA 3
PRIMERA ACOLLIDA,3,MAYO      ,2014,ZONA 3
ENTREVISTA,5,JUNIO     ,2014,ZONA 2
PRIMERA ACOLLIDA,3,MAYO      ,2014,ZONA 2
ENTREVISTA,3,JUNIO     ,2014,ZONA 2
PRIMERA ACOLLIDA,3,MAYO      ,2014,ZONA 3
ENTREVISTA,6,JUNIO     ,2014,ZONA 2
ENTREVISTA,2,MAYO      ,2014,ZONA 3
ENTREVISTA,2,MAYO      ,2014,ZONA 2
ENTREVISTA,2,JUNIO     ,2014,ZONA 3
PRIMERA ACOLLIDA,4,MAYO      ,2014,ZONA 2
PRIMERA ACOLLIDA,1,MAYO      ,2014,ZONA 1
ENTREVISTA,7,MAYO      ,2014,ZONA 2
PRIMERA ACOLLIDA,1,MAYO      ,2014,ZONA 3
ENTREVISTA,2,MAYO      ,2014,ZONA 2
ENTREVISTA,4,MAYO      ,2014,ZONA 3
PRIMERA ACOLLIDA,2,MARZO     ,2014,ZONA 1
ENTREVISTA,2,MAYO      ,2014,ZONA 2
ENTREVISTA,2,MAYO      ,2014,ZONA 2
ENTREVISTA,2,MAYO      ,2014,ZONA 3
ENTREVISTA,4,MAYO      ,2014,ZONA 2
ENTREVISTA,1,JUNIO     ,2014,ZONA 1
PRIMERA ACOLLIDA,2,MAYO      ,2014,ZONA 3
ENTREVISTA,3,JUNIO     ,2014,ZONA 1
ENTREVISTA,3,JUNIO     ,2014,ZONA 1
ENTREVISTA,1,MAYO      ,2014,ZONA 3
PRIMERA ACOLLIDA,2,MAYO      ,2014,ZONA 2
ENTREVISTA,1,MAYO      ,2014,ZONA 1
ENTREVISTA,2,MAYO      ,2014,ZONA 1
ENTREVISTA,1,MAYO      ,2014,ZONA 1
PRIMERA ACOLLIDA,2,MAYO      ,2014,ZONA 3
PRIMERA ACOLLIDA,3,MAYO      ,2014,ZONA 1
PRIMERA ACOLLIDA,2,MAYO      ,2014,ZONA 3
PRIMERA ACOLLIDA,1,MAYO      ,2014,ZONA 2
ENTREVISTA,5,MAYO      ,2014,ZONA 2
ENTREVISTA,1,JUNIO     ,2014,ZONA 2
ENTREVISTA,1,MAYO      ,2014,ZONA 1
PRIMERA ACOLLIDA,2,MAYO      ,2014,ZONA 3
ENTREVISTA,4,MAYO      ,2014,ZONA 1
PRIMERA ACOLLIDA,3,MAYO      ,2014,ZONA 3
ENTREVISTA,3,MAYO      ,2014,ZONA 3
ENTREVISTA,7,MAYO      ,2014,ZONA 1
ENTREVISTA,2,MAYO      ,2014,ZONA 1
ENTREVISTA,5,MAYO      ,2014,ZONA 1
ENTREVISTA,3,MAYO      ,2014,ZONA 1
ENTREVISTA,7,MAYO      ,2014,ZONA 2
DIRIGIDA DE 1a. ACOLLIDA,3,JUNIO     ,2014,ZONA 1
DIRIGIDA DE 1a. ACOLLIDA,1,MAYO      ,2014,ZONA 1
DIRIGIDA DE 1a. ACOLLIDA,1,MAYO      ,2014,ZONA 1
ENTREVISTA,2,MAYO      ,2014,ZONA 3
DIRIGIDA DE 1a. ACOLLIDA,1,MAYO      ,2014,ZONA 2
DIRIGIDA DE 1a. ACOLLIDA,3,MAYO      ,2014,ZONA 2
PRIMERA ACOLLIDA,1,MAYO      ,2014,ZONA 2
PRIMERA ACOLLIDA,1,MAYO      ,2014,ZONA 3
DIRIGIDA DE 1a. ACOLLIDA,2,MAYO      ,2014,ZONA 3
ENTREVISTA,1,JULIO     ,2014,ZONA 1
PRIMERA ACOLLIDA,1,MAYO      ,2014,ZONA 1
DIRIGIDA DE 1a. ACOLLIDA,5,JUNIO     ,2014,ZONA 3
DIRIGIDA DE 1a. ACOLLIDA,3,JUNIO     ,2014,ZONA 3
ENTREVISTA,2,JUNIO     ,2014,ZONA 1
ENTREVISTA,1,MAYO      ,2014,ZONA 3
DIRIGIDA DE 1a. ACOLLIDA,4,MAYO      ,2014,ZONA 3
PRIMERA ACOLLIDA,2,MAYO      ,2014,ZONA 3
ENTREVISTA,2,MAYO      ,2014,ZONA 3
ENTREVISTA,1,JUNIO     ,2014,ZONA 1
PRIMERA ACOLLIDA,1,MAYO      ,2014,ZONA 1
ENTREVISTA,1,MAYO      ,2014,ZONA 2
PRIMERA ACOLLIDA,1,MAYO      ,2014,ZONA 3
ENTREVISTA,3,JUNIO     ,2014,ZONA 1
ENTREVISTA,1,MAYO      ,2014,ZONA 1
ENTREVISTA,3,JUNIO     ,2014,ZONA 1
PRIMERA ACOLLIDA,3,MAYO      ,2014,ZONA 3
ENTREVISTA,4,MAYO      ,2014,ZONA 1
ENTREVISTA,2,JUNIO     ,2014,ZONA 1
ENTREVISTA,2,MAYO      ,2014,ZONA 3
PRIMERA ACOLLIDA,1,MAYO      ,2014,ZONA 2
ENTREVISTA,2,MAYO      ,2014,ZONA 2
ENTREVISTA,4,MAYO      ,2014,ZONA 1
ENTREVISTA,1,JUNIO     ,2014,ZONA 2
PRIMERA ACOLLIDA,4,MAYO      ,2014,ZONA 1
ENTREVISTA,4,JUNIO     ,2014,ZONA 2
ENTREVISTA,3,MAYO      ,2014,ZONA 1
ENTREVISTA,4,MAYO      ,2014,ZONA 1
ENTREVISTA,2,MAYO      ,2014,ZONA 3
ENTREVISTA,1,MAYO      ,2014,ZONA 1
ENTREVISTA,2,MAYO      ,2014,ZONA 2
ENTREVISTA,2,MAYO      ,2014,ZONA 3
ENTREVISTA,3,MAYO      ,2014,ZONA 1
ENTREVISTA,2,JUNIO     ,2014,ZONA 1
DIRIGIDA DE 1a. ACOLLIDA,4,MAYO      ,2014,ZONA 3
ENTREVISTA,2,MAYO      ,2014,ZONA 1
ENTREVISTA,5,MAYO      ,2014,ZONA 2
ENTREVISTA,3,JUNIO     ,2014,ZONA 3
PRIMERA ACOLLIDA,1,MAYO      ,2014,ZONA 1
ENTREVISTA,3,JUNIO     ,2014,ZONA 3
ENTREVISTA,4,MAYO      ,2014,ZONA 2
ENTREVISTA,1,MAYO      ,2014,ZONA 3
ENTREVISTA,4,MAYO      ,2014,ZONA 3
ENTREVISTA,2,JUNIO     ,2014,ZONA 3
ENTREVISTA,8,MAYO      ,2014,ZONA 3
ENTREVISTA,2,MAYO      ,2014,ZONA 2
ENTREVISTA,3,MAYO      ,2014,ZONA 3
ENTREVISTA,1,MAYO      ,2014,ZONA 1
ENTREVISTA,4,MAYO      ,2014,ZONA 1
ENTREVISTA,3,MAYO      ,2014,ZONA 1
ENTREVISTA,3,MAYO      ,2014,ZONA 2
ENTREVISTA,4,MAYO      ,2014,ZONA 1
ENTREVISTA,3,JUNIO     ,2014,ZONA 2
ENTREVISTA,1,MAYO      ,2014,ZONA 2
ENTREVISTA,3,MAYO      ,2014,ZONA 3
ENTREVISTA,3,JULIO     ,2014,ZONA 2
ENTREVISTA,2,MAYO      ,2014,ZONA 3
DIRIGIDA DE 1a. ACOLLIDA,4,MAYO      ,2014,ZONA 2
PRIMERA ACOLLIDA,4,MAYO      ,2014,ZONA 1
DIRIGIDA DE 1a. ACOLLIDA,2,MAYO      ,2014,ZONA 2
ENTREVISTA,5,MAYO      ,2014,ZONA 3
ENTREVISTA,3,MAYO      ,2014,ZONA 3
ENTREVISTA,1,JULIO     ,2014,ZONA 1
ENTREVISTA,2,MAYO      ,2014,ZONA 1
ENTREVISTA,1,MAYO      ,2014,ZONA 2
ENTREVISTA,4,MAYO      ,2014,ZONA 3
ENTREVISTA,2,MAYO      ,2014,ZONA 2
DIRIGIDA DE 1a. ACOLLIDA,2,MAYO      ,2014,ZONA 2
ENTREVISTA,7,JUNIO     ,2014,ZONA 3
ENTREVISTA,4,JUNIO     ,2014,ZONA 1
PRIMERA ACOLLIDA,2,MAYO      ,2014,ZONA 3
PRIMERA ACOLLIDA,1,MAYO      ,2014,ZONA 3
ENTREVISTA,3,JUNIO     ,2014,ZONA 3
PRIMERA ACOLLIDA,5,MAYO      ,2014,ZONA 2
ENTREVISTA,5,JULIO     ,2014,ZONA 2
PRIMERA ACOLLIDA,2,MAYO      ,2014,ZONA 1
ENTREVISTA,4,JUNIO     ,2014,ZONA 1
DIRIGIDA DE 1a. ACOLLIDA,2,JUNIO     ,2014,ZONA 3
ENTREVISTA,2,JUNIO     ,2014,ZONA 3
ENTREVISTA,1,MAYO      ,2014,ZONA 3
ENTREVISTA,4,JUNIO     ,2014,MASIA zona 3
PRIMERA ACOLLIDA,1,MAYO      ,2014,ZONA 1
ENTREVISTA,4,MAYO      ,2014,ZONA 2
PRIMERA ACOLLIDA,1,MAYO      ,2014,ZONA 1
DIRIGIDA DE 1a. ACOLLIDA,3,MAYO      ,2014,ZONA 2
ENTREVISTA,2,MAYO      ,2014,ZONA 3
ENTREVISTA,5,MAYO      ,2014,ZONA 3
ENTREVISTA,1,MAYO      ,2014,ZONA 1
PRIMERA ACOLLIDA,5,MAYO      ,2014,ZONA 3
